as,org_name,country,category,sub_category
394125,"CenturyLink Communications, LLC",US,Computer and Information Technology,Internet Service Provider (ISP)
394126,The School District of Escambia County,US,Education and Research,
394127,Alacrity Services,US,Construction and Real Estate,Buildings (Residential or Commercial)
394128,Alfa Financial Software Inc,US,Service,"Law, Business, and Consulting Services"
394129,United Site Services,US,Utilities (Excluding Internet Service),Sewage Treatment
394130,"Gateway Media, LLC",US,"Media, Publishing, and Broadcasting",
394131,"Softway Solutions, Inc.",US,"Media, Publishing, and Broadcasting",
394132,"Cascade Microtech, Inc.",US,Manufacturing,Electronics and Computer Components
394133,"T5 @ ATLANTA, LLC",US,Construction and Real Estate,Real Estate (Residential and/or Commercial)
394135,"Securitas Electronic Security, Inc.",US,Computer and Information Technology,Computer and Network Security
394136,"VMWare, Inc.",US,Computer and Information Technology,Computer and Network Security
394137,Southern California University of Health Sciences,US,Education and Research,Education Software
394138,IQVIA Holdings Inc,US,Computer and Information Technology,Internet Service Provider (ISP)
394139,Madison Co Memorial Hospital,US,"Retail Stores, Wholesale, and E-commerce Sites",
394140,Native Network,US,Computer and Information Technology,Internet Service Provider (ISP)
394141,Rocket Fiber,US,Computer and Information Technology,Internet Service Provider (ISP)
394142,AvidBit,US,Manufacturing,Electronics and Computer Components
394143,C.O.P.S. Monitoring,US,Computer and Information Technology,
394144,LTY CONNECT,US,Computer and Information Technology,Internet Service Provider (ISP)
394145,SCE Federal Credit Union,US,Finance and Insurance,
394146,Tri City WiFi Corp.,CA,Computer and Information Technology,Internet Service Provider (ISP)
394147,MAQUOKETA VALLEY ELECTRIC COOPERATIVE,US,Utilities (Excluding Internet Service),
394148,ATMEL Corporation,US,Manufacturing,Electronics and Computer Components
394149,"VI Concepts, Inc.",US,Computer and Information Technology,Internet Service Provider (ISP)
394150,"Wex Health, Inc.",US,Health Care Services,
394151,Whatbox Inc.,CA,Computer and Information Technology,Internet Service Provider (ISP)
394152,L Cube Strategic Support Services LLC,US,Computer and Information Technology,Technology Consulting Services
394153,Veloxinet,US,Other,
394154,PORT OF OAKLAND,US,"Freight, Shipment, and Postal Services",Other
394155,Enstar Natural Gas Company,US,Construction and Real Estate,Real Estate (Residential and/or Commercial)
394157,Roseburg,US,"Agriculture, Mining, and Refineries (Farming, Greenhouses, Mining, Forestry, and Animal Farming)",
394158,ONE NEVADA CREDIT UNION,US,Finance and Insurance,
394159,"Tenaska Power Services, Co.",US,Service,
394160,"Advanced Radiology Services, P.C.",US,Health Care Services,Hospitals and Medical Centers
394161,"Tesla Motors, Inc.",US,Manufacturing,Automotive and Transportation
394162,Victoria's Secret,US,Computer and Information Technology,Search
394163,Cloud Xpress,US,Computer and Information Technology,Internet Service Provider (ISP)
394164,"Pocket Gems, Inc.",US,"Museums, Libraries, and Entertainment",Other
394165,"City of Greenville, NC",US,Finance and Insurance,
394166,Golden State Water Compay,US,Utilities (Excluding Internet Service),Water Supply and Irrigation
394167,Dallas Independent School District,US,Education and Research,"Colleges, Universities, and Professional Schools"
394168,"Viracor-IBT Laboratories, Inc",US,Health Care Services,
394169,Nassau Community College,US,Education and Research,
394170,Susquehanna University,US,Education and Research,"Colleges, Universities, and Professional Schools"
394171,OnPoint Community Credit Union,US,Finance and Insurance,
394172,"Benefit Communications, Inc.",US,Finance and Insurance,Insurance Carriers and Agencies
394173,"Professional Personnel Service, INC",US,Service,"Law, Business, and Consulting Services"
394174,American International Distribution Corporation,US,"Retail Stores, Wholesale, and E-commerce Sites",Other
394175,"3NG Networks, LLC.",US,Computer and Information Technology,Internet Service Provider (ISP)
394176,"I-NET USA, LLC",US,Other,
394177,SHIFT HOSTING LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
394178,"Pretium REO, LLC",US,Construction and Real Estate,
394179,"CenturyLink Communications, LLC",US,Computer and Information Technology,Internet Service Provider (ISP)
394180,Digitalsystem Technology Inc.,US,Computer and Information Technology,Internet Service Provider (ISP)
394181,"ACCOUNT CONTROL TECHNOLOGY HOLDINGS, INC.",US,Service,"Law, Business, and Consulting Services"
394182,"Mesosphere, Inc.",US,Computer and Information Technology,Software Development
394184,Gannett Supply Corp. - Melbourne FL,US,"Media, Publishing, and Broadcasting",
394185,Bank of Utah,US,Finance and Insurance,
394186,"Self Esteem Brands, LLC",US,"Museums, Libraries, and Entertainment","Recreation, Sports, and Performing Arts"
394187,DATA PROCESSING INC,US,Computer and Information Technology,Hosting and Cloud Provider
394188,"Delta Educational System, Inc",US,Education and Research,"Other Schools, Instruction, and Exam Preparation (Trade Schools, Art Schools, Driving Instruction, etc.)"
394189,"ARUBA NETWORKS, INC.",US,Computer and Information Technology,Internet Service Provider (ISP)
394190,"CenturyLink Communications, LLC",US,Computer and Information Technology,Internet Service Provider (ISP)
394191,"Your Preferred Printer, LLC",US,"Media, Publishing, and Broadcasting","Print Media (Newspapers, Magazines, Books)"
394192,"Fastly, Inc.",US,Government and Public Administration,"Military, Defense, National Security, and International Affairs"
394193,County of Morris OIT,US,Government and Public Administration,"Government and Regulatory Agencies, Administrations, Departments, and Services"
394194,Gaylord Palms Resort & Convention Center,US,Travel and Accommodation,
394195,Clearnetworx,US,Computer and Information Technology,Internet Service Provider (ISP)
394196,OREGON COMMUNITY CREDIT UNION,US,Finance and Insurance,"Banks, Credit Card Companies, Mortgage Providers"
394197,Intermax Networks,US,Computer and Information Technology,Internet Service Provider (ISP)
394198,Retail Solutions Inc,US,"Retail Stores, Wholesale, and E-commerce Sites",
394199,Central Electric Power Cooperative,US,Utilities (Excluding Internet Service),
394200,Valice,US,Computer and Information Technology,Internet Service Provider (ISP)
394201,"Blackline Systems, Inc.",US,Service,Other
394202,CableSouth Media III LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
394203,Frost & Sullivan,US,Computer and Information Technology,
394204,FULTON FINANCIAL CORPORATION,US,Finance and Insurance,"Investment, Portfolio Management, Pensions and Funds"
394205,5THCOLUMN LLC,US,Computer and Information Technology,Computer and Network Security
394206,Deborah Heart and Lung Center,US,Other,
394207,rateGenius inc.,US,Finance and Insurance,
394208,"CAN Capital, Inc.",US,Finance and Insurance,"Investment, Portfolio Management, Pensions and Funds"
394209,East Central BOCES,US,Education and Research,
394210,Symbotic,US,Manufacturing,Machinery
394211,"Genesis Financial Solutions, Inc",US,Service,"Law, Business, and Consulting Services"
394212,Weeks Medical Center,US,Health Care Services,
394213,BlueSnap Inc,US,"Retail Stores, Wholesale, and E-commerce Sites",
394214,SanMar Corporation,US,"Retail Stores, Wholesale, and E-commerce Sites",
394215,ZenoRadio,US,Service,Other
394216,Pueblo County Government,US,Government and Public Administration,"Government and Regulatory Agencies, Administrations, Departments, and Services"
394217,State of Idaho,US,Travel and Accommodation,Other
394218,"VXI Global Solutions, LLC",US,Service,Other
394219,The M Resort Spa Casino,US,"Museums, Libraries, and Entertainment","Recreation, Sports, and Performing Arts"
394220,Orlando Venues,US,Service,"Personal Care and Lifestyle (Barber Shops, Nail Salons, Diet Centers, Laundry, etc)"
394221,Covestro LLC,US,Manufacturing,
394222,"Really Really, Inc.",AU,"Retail Stores, Wholesale, and E-commerce Sites",
394223,M&T BANK CORPORATION,US,Finance and Insurance,
394224,Progressive Health Systems,US,"Retail Stores, Wholesale, and E-commerce Sites",
394225,"Grand Telephone Company, Inc.",US,Computer and Information Technology,Internet Service Provider (ISP)
394227,UNIFIED SCHOOL DIST 262,US,Education and Research,
394228,Fandor,US,"Media, Publishing, and Broadcasting",
394229,"Juxto, Inc.",US,Computer and Information Technology,Internet Service Provider (ISP)
394230,"Civilized Discourse Construction Kit, Inc.",US,Computer and Information Technology,Internet Service Provider (ISP)
394231,Radnor Township School District,US,Education and Research,Other
394232,TelKel inc.,CA,Computer and Information Technology,Internet Service Provider (ISP)
394233,Cloudwifi,CA,Computer and Information Technology,Internet Service Provider (ISP)
394234,Indian River State College,US,Education and Research,"Colleges, Universities, and Professional Schools"
394236,Luzerne County Community College,US,Education and Research,Education Software
394237,Toronto East Health Network,CA,,
394238,GENERAL COUNCIL ON FINANCE AND ADMINISTRATION OF THE UNITED METHODIST CHURCH,US,"Freight, Shipment, and Postal Services",
394239,creehan and company,US,"Retail Stores, Wholesale, and E-commerce Sites",
394240,City of Walnut Creek,US,Government and Public Administration,"Government and Regulatory Agencies, Administrations, Departments, and Services"
394241,Murphysboro Community Unit School District No. 186,US,Government and Public Administration,"Government and Regulatory Agencies, Administrations, Departments, and Services"
394242,NEI Global Relocation Company,US,Service,"Law, Business, and Consulting Services"
394243,Prodege LLC,US,"Retail Stores, Wholesale, and E-commerce Sites",
394244,"Telmate, LLC",US,Computer and Information Technology,Other
394245,"HTx Services, LLC",US,Computer and Information Technology,Internet Service Provider (ISP)
394246,"VALOR COMMUNICATION, INC.",US,"Retail Stores, Wholesale, and E-commerce Sites",
394247,Voipia Networks Inc,US,Computer and Information Technology,Internet Service Provider (ISP)
394248,SiteOne Landscape Supply,US,"Retail Stores, Wholesale, and E-commerce Sites",Other
394249,"Electronic Arts, Inc.",US,"Media, Publishing, and Broadcasting",
394250,Pacific Dental Services,US,"Museums, Libraries, and Entertainment","Recreation, Sports, and Performing Arts"
394251,Cystic Fibrosis Foundation,US,Community Groups and Nonprofits,
394252,Clear Creek ISD,US,"Museums, Libraries, and Entertainment",Other
394253,XPRESSBET INC.,US,"Museums, Libraries, and Entertainment",Casinos and Gambling
394254,"BLUE SOFTWARE, LLC",US,Computer and Information Technology,Hosting and Cloud Provider
394255,"Equinix, Inc.",US,Computer and Information Technology,Internet Service Provider (ISP)
394256,Tech Futures Interactive Inc.,CA,Computer and Information Technology,Internet Service Provider (ISP)
394257,"Springfield Clinic, LLP",US,Health Care Services,
394258,West Chester Area School District,US,Education and Research,
394259,Canada Pension Plan Investment Board,CA,Community Groups and Nonprofits,
394260,Verizon Connect,US,Computer and Information Technology,Internet Service Provider (ISP)
394261,Wyndham Worldwide Corporation,US,Travel and Accommodation,Air Travel
394262,"God's Love We Deliver, Inc.",US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
394263,"Alliance Collection Agencies, INC",US,Service,"Law, Business, and Consulting Services"
394264,"Laru Technologies, LLC",US,Computer and Information Technology,Software Development
394265,Box.com,US,Computer and Information Technology,Hosting and Cloud Provider
394266,"QxC Communications, Inc.",US,Computer and Information Technology,Internet Service Provider (ISP)
394267,Cayuse Holdings LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
394268,Sonesta International Hotels Corporation,US,Travel and Accommodation,Other
394269,"Bio-Reference Laboratories, Inc.",US,Health Care Services,
394270,Cabi LLC,US,,
394271,Springfield Public Schools,US,Education and Research,"Colleges, Universities, and Professional Schools"
394272,"Servpro Industries, Inc.",US,Service,"Buildings, Repair, Maintenance (Pest Control, Landscaping, Cleaning, Locksmiths, Car Washes, etc)"
394273,Airnet Wireless Inc.,CA,Computer and Information Technology,Internet Service Provider (ISP)
394274,Public Health Management Corporation,US,Service,"Law, Business, and Consulting Services"
394275,Parallels Inc,US,"Retail Stores, Wholesale, and E-commerce Sites",
394276,DirecTV MDU Broadband,US,"Media, Publishing, and Broadcasting",
394277,Astral internet Inc.,CA,Computer and Information Technology,Internet Service Provider (ISP)
394278,Starwood Vacation Ownership,US,Travel and Accommodation,
